sum(1900),sum(1901),sum(1902),sum(1903),sum(1904),sum(1905),sum(1906),sum(1907),sum(1908),sum(1909),sum(1910),sum(1911),sum(1912),sum(1913),sum(1914),sum(1915),sum(1916),sum(1917),sum(1918),sum(1919),sum(1920),sum(1921),sum(1922),sum(1923),sum(1924),sum(1925),sum(1926),sum(1927),sum(1928),sum(1929),sum(1930),sum(1931),sum(1932),sum(1933),sum(1934),sum(1935),sum(1936),sum(1937),sum(1938),sum(1939),sum(1940),sum(1941),sum(1942),sum(1943),sum(1944),sum(1945),sum(1946),sum(1947),sum(1948),sum(1949),sum(1950),sum(1951),sum(1952),sum(1953),sum(1954),sum(1955),sum(1956),sum(1957),sum(1958),sum(1959),sum(1960),sum(1961),sum(1962),sum(1963),sum(1964),sum(1965),sum(1966),sum(1967),sum(1968),sum(1969),sum(1970),sum(1971),sum(1972),sum(1973),sum(1974),sum(1975),sum(1976),sum(1977),sum(1978),sum(1979),sum(1980),sum(1981),sum(1982),sum(1983),sum(1984),sum(1985),sum(1986),sum(1987),sum(1988),sum(1989),sum(1990),sum(1991),sum(1992),sum(1993),sum(1994),sum(1995),sum(1996),sum(1997),sum(1998),sum(1999),sum(2000),sum(2001),sum(2002),sum(2003),sum(2004),sum(2005),sum(2006),sum(2007),sum(2008),sum(2009),sum(2010),sum(2011),sum(2012),sum(2013),sum(2014),sum(2015),sum(2016)
18,25,29,37,43,26,66,46,55,63,80,98,130,135,208,216,243,379,470,1228,2206,3687,5296,7476,9628,12296,15580,18939,23336,27527,33190,36852,41260,42866,46029,48417,51193,54602,60667,65764,77290,81370,87482,101721,107167,104440,132359,139288,136440,133344,138458,142235,142617,141127,140487,140591,139562,135073,125657,116101,117203,119948,122761,137461,142960,136698,131534,129853,129281,135963,141463,147478,156571,173576,185740,183756,180022,175228,172047,166293,149053,140211,138006,134253,133991,133386,131002,128895,130898,126991,129351,128624,121548,121012,107211,96398,91030,90997,90686,89320,91096,91205,93523,94583,98501,103274,107116,115767,120157,118515,117192,108905,108357,105818,108149,108452,107169
